team_abbreviation,game_date,wl,min,pts,fgm,fga,fg_pct,fg3m,fg3a,fg3_pct,ftm,fta,ft_pct,over_100
BKN,2024-02-05,L,240,98,34,89,0.382,13,42,0.31,17,22,0.773,N
ATL,2024-02-05,L,240,144,51,95,0.537,20,39,0.513,22,27,0.815,S
DAL,2024-02-05,W,243,118,42,87,0.483,17,43,0.395,17,23,0.739,S
GSW,2024-02-05,W,239,109,43,93,0.462,4,22,0.182,19,23,0.826,S
CHA,2024-02-05,L,240,118,47,96,0.49,13,32,0.406,11,14,0.786,S
LAL,2024-02-05,W,240,124,50,89,0.562,8,34,0.235,16,19,0.842,S
SAC,2024-02-05,L,239,110,43,93,0.462,17,44,0.386,7,12,0.583,S
LAC,2024-02-05,W,239,149,52,89,0.584,21,35,0.6,24,31,0.774,S
CLE,2024-02-05,W,241,136,51,88,0.58,23,41,0.561,11,17,0.647,S
TOR,2024-02-05,L,241,100,40,84,0.476,10,31,0.323,10,15,0.667,N
NOP,2024-02-05,W,239,138,53,104,0.51,19,45,0.422,13,13,1.0,S
PHI,2024-02-05,L,242,102,40,93,0.43,8,29,0.276,14,20,0.7,S
POR,2024-02-04,L,241,103,39,85,0.459,11,31,0.355,14,15,0.933,S
HOU,2024-02-04,L,240,90,31,88,0.352,10,30,0.333,18,27,0.667,N
DET,2024-02-04,L,241,99,36,80,0.45,8,31,0.258,19,22,0.864,N
MIN,2024-02-04,W,238,111,40,90,0.444,11,30,0.367,20,27,0.741,S
IND,2024-02-04,W,241,115,45,92,0.489,11,33,0.333,14,18,0.778,S
LAC,2024-02-04,W,240,103,34,77,0.442,16,39,0.41,19,22,0.864,S
UTA,2024-02-04,W,240,123,43,89,0.483,17,44,0.386,20,24,0.833,S
BOS,2024-02-04,W,242,131,48,99,0.485,19,51,0.373,16,18,0.889,S
ORL,2024-02-04,W,241,111,45,84,0.536,10,24,0.417,11,15,0.733,S
DEN,2024-02-04,W,240,112,42,86,0.488,12,28,0.429,16,19,0.842,S
MIA,2024-02-04,L,241,95,38,91,0.418,8,30,0.267,11,12,0.917,N
WAS,2024-02-04,L,240,112,47,96,0.49,7,32,0.219,11,17,0.647,S
MEM,2024-02-04,L,239,91,35,92,0.38,11,38,0.289,10,12,0.833,N
OKC,2024-02-04,W,290,135,52,110,0.473,23,63,0.365,8,8,1.0,S
CHA,2024-02-04,L,241,99,35,88,0.398,8,29,0.276,21,25,0.84,N
PHX,2024-02-04,W,241,140,54,88,0.614,11,25,0.44,21,26,0.808,S
MIL,2024-02-04,L,241,108,39,84,0.464,15,41,0.366,15,25,0.6,S
TOR,2024-02-04,L,290,127,48,101,0.475,14,35,0.4,17,21,0.81,S
LAL,2024-02-03,W,240,113,39,80,0.488,12,31,0.387,23,27,0.852,S
CLE,2024-02-03,W,241,117,46,97,0.474,13,44,0.295,12,13,0.923,S
GSW,2024-02-03,L,266,134,50,112,0.446,18,56,0.321,16,20,0.8,S
MIL,2024-02-03,W,239,129,50,88,0.568,12,30,0.4,17,25,0.68,S
BKN,2024-02-03,W,240,136,49,95,0.516,20,51,0.392,18,23,0.783,S
SAC,2024-02-03,W,240,123,42,84,0.5,15,39,0.385,24,29,0.828,S
PHI,2024-02-03,L,241,121,44,96,0.458,12,29,0.414,21,27,0.778,S
ATL,2024-02-03,W,264,141,55,114,0.482,14,43,0.326,17,22,0.773,S
NYK,2024-02-03,L,240,105,41,100,0.41,10,35,0.286,13,15,0.867,S
SAS,2024-02-03,L,240,101,36,98,0.367,12,40,0.3,17,21,0.81,S
DAL,2024-02-03,L,240,117,40,81,0.494,16,39,0.41,21,23,0.913,S
CHI,2024-02-03,L,239,115,42,91,0.462,11,34,0.324,20,22,0.909,S
GSW,2024-02-02,W,240,121,46,83,0.554,11,29,0.379,18,22,0.818,S
ATL,2024-02-02,W,240,129,49,95,0.516,17,44,0.386,14,18,0.778,S
PHX,2024-02-02,L,240,120,47,88,0.534,14,37,0.378,12,14,0.857,S
LAC,2024-02-02,W,241,136,53,89,0.596,14,29,0.483,16,19,0.842,S
NOP,2024-02-02,W,241,114,46,95,0.484,7,26,0.269,15,21,0.714,S
CHA,2024-02-02,L,240,106,41,92,0.446,14,31,0.452,10,14,0.714,S
MIA,2024-02-02,W,241,110,38,88,0.432,7,31,0.226,27,35,0.771,S
WAS,2024-02-02,L,239,102,37,90,0.411,11,42,0.262,17,21,0.81,S
POR,2024-02-02,L,242,108,37,80,0.463,10,28,0.357,24,30,0.8,S
ORL,2024-02-02,W,240,108,39,85,0.459,9,25,0.36,21,26,0.808,S
OKC,2024-02-02,W,240,126,44,75,0.587,17,36,0.472,21,27,0.778,S
IND,2024-02-02,L,240,122,46,85,0.541,10,29,0.345,20,24,0.833,S
TOR,2024-02-02,L,240,106,40,91,0.44,11,33,0.333,15,20,0.75,S
DEN,2024-02-02,W,242,120,46,91,0.505,12,36,0.333,16,17,0.941,S
DET,2024-02-02,L,240,125,45,89,0.506,17,40,0.425,18,24,0.75,S
SAC,2024-02-02,W,239,133,51,90,0.567,13,34,0.382,18,28,0.643,S
MIN,2024-02-02,L,239,106,38,82,0.463,12,38,0.316,18,20,0.9,S
HOU,2024-02-02,W,240,135,55,93,0.591,11,31,0.355,14,17,0.824,S
MEM,2024-02-02,L,238,101,35,87,0.402,14,46,0.304,17,24,0.708,S
SAS,2024-02-02,L,240,113,46,96,0.479,10,39,0.256,11,18,0.611,S
UTA,2024-02-01,L,240,124,45,87,0.517,12,36,0.333,22,25,0.88,S
NYK,2024-02-01,W,241,109,41,103,0.398,8,38,0.211,19,25,0.76,S
LAL,2024-02-01,W,241,114,38,94,0.404,19,36,0.528,19,26,0.731,S
MEM,2024-02-01,L,241,101,37,90,0.411,12,38,0.316,15,17,0.882,S
CLE,2024-02-01,W,240,108,41,86,0.477,14,35,0.4,12,18,0.667,S
IND,2024-02-01,L,240,105,42,93,0.452,13,33,0.394,8,13,0.615,S
PHI,2024-02-01,W,240,127,47,94,0.5,14,32,0.438,19,21,0.905,S
BOS,2024-02-01,L,240,105,41,97,0.423,16,48,0.333,7,7,1.0,S
DAL,2024-01-31,L,239,87,31,76,0.408,6,29,0.207,19,26,0.731,N
POR,2024-01-31,W,240,119,49,92,0.533,12,28,0.429,9,9,1.0,S
BKN,2024-01-31,L,241,120,47,94,0.5,16,39,0.41,10,13,0.769,S
MIA,2024-01-31,W,241,115,42,84,0.5,13,28,0.464,18,23,0.783,S
CHI,2024-01-31,W,240,117,45,87,0.517,11,29,0.379,16,22,0.727,S
LAC,2024-01-31,W,241,125,47,100,0.47,12,30,0.4,19,22,0.864,S
OKC,2024-01-31,W,240,105,37,87,0.425,11,26,0.423,20,25,0.8,S
MIL,2024-01-31,L,240,116,45,92,0.489,13,45,0.289,13,18,0.722,S
HOU,2024-01-31,L,240,99,35,87,0.402,13,44,0.295,16,17,0.941,N
NOP,2024-01-31,W,239,110,41,82,0.5,11,34,0.324,17,24,0.708,S
DEN,2024-01-31,L,240,100,37,93,0.398,15,37,0.405,11,16,0.688,N
SAC,2024-01-31,L,240,106,41,93,0.441,12,40,0.3,12,18,0.667,S
CHA,2024-01-31,L,241,110,40,90,0.444,16,46,0.348,14,17,0.824,S
SAS,2024-01-31,L,240,98,36,80,0.45,9,31,0.29,17,24,0.708,N
WAS,2024-01-31,L,239,109,45,97,0.464,9,29,0.31,10,15,0.667,S
MIN,2024-01-31,W,239,121,45,80,0.563,13,30,0.433,18,30,0.6,S
PHX,2024-01-31,W,240,136,49,79,0.62,14,28,0.5,24,32,0.75,S
ORL,2024-01-31,W,241,108,41,86,0.477,7,20,0.35,19,23,0.826,S
DET,2024-01-31,L,241,121,45,81,0.556,16,31,0.516,15,19,0.789,S
CLE,2024-01-31,W,238,128,47,89,0.528,12,35,0.343,22,23,0.957,S
LAL,2024-01-30,L,238,122,48,90,0.533,12,33,0.364,14,25,0.56,S
ATL,2024-01-30,W,240,138,53,101,0.525,16,38,0.421,16,18,0.889,S
TOR,2024-01-30,W,241,118,43,83,0.518,14,29,0.483,18,20,0.9,S
PHI,2024-01-30,L,241,107,39,85,0.459,13,30,0.433,16,21,0.762,S
IND,2024-01-30,L,240,124,50,108,0.463,12,39,0.308,12,15,0.8,S
GSW,2024-01-30,W,239,119,44,79,0.557,14,32,0.438,17,19,0.895,S
NYK,2024-01-30,W,238,118,44,94,0.468,13,34,0.382,17,18,0.944,S
CHI,2024-01-30,L,240,107,38,75,0.507,11,32,0.344,20,27,0.741,S
UTA,2024-01-30,L,240,103,39,86,0.453,12,36,0.333,13,17,0.765,S
BOS,2024-01-30,W,240,129,47,87,0.54,17,36,0.472,18,22,0.818,S
CLE,2024-01-29,W,240,118,42,86,0.488,13,40,0.325,21,26,0.808,S
OKC,2024-01-29,L,241,101,35,79,0.443,14,35,0.4,17,22,0.773,S
SAS,2024-01-29,L,241,113,43,92,0.467,12,30,0.4,15,17,0.882,S
NOP,2024-01-29,L,241,112,46,91,0.505,10,35,0.286,10,13,0.769,S
WAS,2024-01-29,W,240,118,46,86,0.535,9,25,0.36,17,24,0.708,S
ORL,2024-01-29,L,240,129,45,88,0.511,18,38,0.474,21,28,0.75,S
DEN,2024-01-29,W,240,113,44,91,0.484,4,18,0.222,21,24,0.875,S
MIL,2024-01-29,L,240,107,36,84,0.429,16,40,0.4,19,25,0.76,S
HOU,2024-01-29,W,238,135,52,98,0.531,12,36,0.333,19,25,0.76,S
DAL,2024-01-29,W,241,131,43,69,0.623,13,27,0.481,32,43,0.744,S
SAC,2024-01-29,W,239,103,43,84,0.512,11,38,0.289,6,10,0.6,S
POR,2024-01-29,W,240,130,46,84,0.548,12,28,0.429,26,29,0.897,S
CHA,2024-01-29,L,239,92,37,81,0.457,11,32,0.344,7,14,0.5,N
NYK,2024-01-29,W,241,113,44,84,0.524,12,37,0.324,13,16,0.813,S
LAC,2024-01-29,L,240,108,38,80,0.475,11,34,0.324,21,28,0.75,S
LAL,2024-01-29,L,239,119,45,91,0.495,13,35,0.371,16,26,0.615,S
UTA,2024-01-29,L,241,114,39,86,0.453,9,27,0.333,27,34,0.794,S
MIA,2024-01-29,L,239,105,33,84,0.393,14,36,0.389,25,25,1.0,S
BOS,2024-01-29,W,240,118,43,85,0.506,17,46,0.37,15,20,0.75,S
MEM,2024-01-29,L,239,94,30,80,0.375,13,36,0.361,21,28,0.75,N
BKN,2024-01-29,W,237,147,54,105,0.514,21,45,0.467,18,19,0.947,S
PHI,2024-01-29,L,240,104,37,83,0.446,5,29,0.172,25,28,0.893,S
MIN,2024-01-29,W,239,107,40,83,0.482,14,29,0.483,13,15,0.867,S
PHX,2024-01-29,W,241,118,46,94,0.489,14,40,0.35,12,17,0.706,S
DET,2024-01-28,W,241,120,47,95,0.495,11,26,0.423,15,19,0.789,S
CHI,2024-01-28,W,240,104,42,90,0.467,8,32,0.25,12,17,0.706,S
OKC,2024-01-28,L,240,104,44,92,0.478,8,28,0.286,8,12,0.667,S
ORL,2024-01-28,W,239,113,41,92,0.446,12,36,0.333,19,26,0.731,S
PHX,2024-01-28,L,240,98,41,73,0.562,4,14,0.286,12,21,0.571,N
MEM,2024-01-28,L,240,110,38,82,0.463,11,30,0.367,23,31,0.742,S
TOR,2024-01-28,L,240,125,41,89,0.461,15,31,0.484,28,32,0.875,S
POR,2024-01-28,L,239,96,32,79,0.405,6,33,0.182,26,29,0.897,N
IND,2024-01-28,W,239,116,44,90,0.489,13,35,0.371,15,16,0.938,S
ATL,2024-01-28,W,241,126,44,95,0.463,6,27,0.222,32,40,0.8,S
HOU,2024-01-27,L,240,104,37,94,0.394,10,37,0.27,20,23,0.87,S
GSW,2024-01-27,L,289,144,55,119,0.462,23,58,0.397,11,16,0.688,S
DET,2024-01-27,L,241,104,37,85,0.435,9,32,0.281,21,27,0.778,S
BKN,2024-01-27,W,240,106,36,74,0.486,12,34,0.353,22,37,0.595,S
NYK,2024-01-27,W,240,125,45,87,0.517,17,33,0.515,18,26,0.692,S
MIA,2024-01-27,L,239,109,41,88,0.466,14,37,0.378,13,16,0.813,S
CHA,2024-01-27,L,239,122,47,92,0.511,13,32,0.406,15,21,0.714,S
WAS,2024-01-27,W,240,118,45,100,0.45,11,34,0.324,17,21,0.81,S
LAC,2024-01-27,W,237,115,45,102,0.441,10,40,0.25,15,18,0.833,S
LAL,2024-01-27,W,291,145,49,101,0.485,9,27,0.333,38,43,0.884,S
MIL,2024-01-27,W,240,141,51,91,0.56,20,45,0.444,19,25,0.76,S
DAL,2024-01-27,L,239,115,43,98,0.439,16,46,0.348,13,18,0.722,S
PHI,2024-01-27,L,241,105,43,81,0.531,6,22,0.273,13,16,0.813,S
SAC,2024-01-27,W,240,120,43,80,0.538,11,30,0.367,23,30,0.767,S
NOP,2024-01-27,L,242,117,40,85,0.471,9,23,0.391,28,36,0.778,S
DEN,2024-01-27,W,240,111,37,82,0.451,13,37,0.351,24,38,0.632,S
BOS,2024-01-27,L,240,96,36,100,0.36,10,40,0.25,14,16,0.875,N
UTA,2024-01-27,W,241,134,52,93,0.559,17,41,0.415,13,17,0.765,S
MIN,2024-01-27,L,239,112,45,79,0.57,14,26,0.538,8,15,0.533,S
SAS,2024-01-27,W,242,113,46,84,0.548,13,30,0.433,8,15,0.533,S
NOP,2024-01-26,L,239,83,32,82,0.39,9,36,0.25,10,14,0.714,N
TOR,2024-01-26,L,242,107,44,96,0.458,6,32,0.188,13,22,0.591,S
CHA,2024-01-26,L,241,104,35,85,0.412,9,29,0.31,25,32,0.781,S
DAL,2024-01-26,W,241,148,51,85,0.6,19,35,0.543,27,32,0.844,S
MEM,2024-01-26,W,240,107,42,90,0.467,15,41,0.366,8,13,0.615,S
ATL,2024-01-26,L,239,143,51,97,0.526,15,34,0.441,26,30,0.867,S
OKC,2024-01-26,W,242,107,42,88,0.477,10,33,0.303,13,14,0.929,S
CLE,2024-01-26,W,240,112,38,92,0.413,14,36,0.389,22,31,0.71,S
MIL,2024-01-26,L,241,100,35,87,0.402,13,34,0.382,17,24,0.708,N
IND,2024-01-26,W,239,133,58,109,0.532,8,26,0.308,9,15,0.6,S
PHX,2024-01-26,L,238,131,51,89,0.573,13,30,0.433,16,18,0.889,S
HOU,2024-01-26,W,241,138,50,89,0.562,13,33,0.394,25,31,0.806,S
LAC,2024-01-26,W,241,127,48,95,0.505,9,32,0.281,22,24,0.917,S
POR,2024-01-26,L,239,100,38,90,0.422,10,37,0.27,14,19,0.737,N
SAS,2024-01-26,W,241,116,42,92,0.457,10,34,0.294,22,26,0.846,S
ORL,2024-01-26,L,239,106,38,81,0.469,9,34,0.265,21,29,0.724,S
GSW,2024-01-25,L,239,133,48,86,0.558,19,37,0.514,18,23,0.783,S
IND,2024-01-25,W,240,134,53,93,0.57,12,28,0.429,16,21,0.762,S
MIA,2024-01-25,L,242,110,42,94,0.447,16,42,0.381,10,13,0.769,S
CHI,2024-01-25,L,240,132,47,88,0.534,12,37,0.324,26,29,0.897,S
UTA,2024-01-25,W,240,123,50,97,0.515,13,31,0.419,10,12,0.833,S
MIN,2024-01-25,W,241,96,37,75,0.493,10,21,0.476,12,16,0.75,N
DEN,2024-01-25,L,240,84,34,84,0.405,5,26,0.192,11,13,0.846,N
PHI,2024-01-25,L,242,122,42,87,0.483,7,29,0.241,31,43,0.721,S
NYK,2024-01-25,W,239,122,45,85,0.529,15,38,0.395,17,20,0.85,S
SAC,2024-01-25,W,240,134,48,91,0.527,22,48,0.458,16,19,0.842,S
LAL,2024-01-25,W,240,141,53,87,0.609,20,31,0.645,15,20,0.75,S
BKN,2024-01-25,L,240,94,35,77,0.455,10,33,0.303,14,16,0.875,N
BOS,2024-01-25,W,239,143,51,80,0.638,22,40,0.55,19,20,0.95,S
WAS,2024-01-25,L,240,108,43,88,0.489,7,30,0.233,15,20,0.75,S
OKC,2024-01-24,W,240,140,54,96,0.563,18,40,0.45,14,16,0.875,S
DET,2024-01-24,W,240,113,43,86,0.5,15,38,0.395,12,20,0.6,S
CLE,2024-01-24,L,240,116,46,91,0.505,13,38,0.342,11,15,0.733,S
WAS,2024-01-24,L,240,107,37,77,0.481,10,24,0.417,23,29,0.793,S
ATL,2024-01-24,L,241,112,39,94,0.415,14,43,0.326,20,26,0.769,S
CHA,2024-01-24,L,242,106,38,87,0.437,15,38,0.395,15,19,0.789,S
MIN,2024-01-24,W,242,118,42,100,0.42,9,32,0.281,25,29,0.862,S
DAL,2024-01-24,L,240,109,41,89,0.461,17,43,0.395,10,18,0.556,S
HOU,2024-01-24,L,266,131,50,94,0.532,12,36,0.333,19,22,0.864,S
PHX,2024-01-24,W,241,132,51,85,0.6,14,34,0.412,16,22,0.727,S
MEM,2024-01-24,W,240,105,36,80,0.45,17,36,0.472,16,19,0.842,S
POR,2024-01-24,W,265,137,50,98,0.51,15,35,0.429,22,24,0.917,S
GSW,2024-01-24,W,240,134,51,91,0.56,16,33,0.485,16,22,0.727,S
MIL,2024-01-24,W,242,126,45,90,0.5,11,29,0.379,25,28,0.893,S
MIA,2024-01-24,L,241,96,33,82,0.402,11,34,0.324,19,25,0.76,N
SAS,2024-01-24,L,239,114,43,86,0.5,9,32,0.281,19,25,0.76,S
NOP,2024-01-23,W,241,153,60,104,0.577,23,46,0.5,10,15,0.667,S
OKC,2024-01-23,W,240,111,43,89,0.483,7,23,0.304,18,28,0.643,S
LAC,2024-01-23,W,240,127,52,88,0.591,14,27,0.519,9,12,0.75,S
IND,2024-01-23,L,240,109,43,87,0.494,5,21,0.238,18,21,0.857,S
BKN,2024-01-23,L,240,103,42,95,0.442,15,42,0.357,4,5,0.8,S
NYK,2024-01-23,W,239,108,40,86,0.465,10,29,0.345,18,19,0.947,S
LAL,2024-01-23,L,241,116,45,92,0.489,11,32,0.344,15,22,0.682,S
DEN,2024-01-23,W,241,114,44,88,0.5,11,33,0.333,15,17,0.882,S
UTA,2024-01-23,L,239,124,43,92,0.467,12,36,0.333,26,32,0.813,S
POR,2024-01-23,L,240,109,37,86,0.43,18,39,0.462,17,21,0.81,S
TOR,2024-01-22,L,241,100,35,79,0.443,8,23,0.348,22,23,0.957,N
CLE,2024-01-22,W,239,126,45,80,0.563,20,38,0.526,16,22,0.727,S
CHI,2024-01-22,L,241,113,45,93,0.484,14,37,0.378,9,14,0.643,S
MEM,2024-01-22,W,240,108,44,95,0.463,13,34,0.382,7,12,0.583,S
CHA,2024-01-22,W,240,128,50,88,0.568,14,37,0.378,14,18,0.778,S
DET,2024-01-22,L,240,113,40,89,0.449,10,30,0.333,23,29,0.793,S
ATL,2024-01-22,L,240,107,36,93,0.387,14,40,0.35,21,27,0.778,S
PHX,2024-01-22,W,242,115,44,85,0.518,14,34,0.412,13,17,0.765,S
PHI,2024-01-22,W,241,133,48,97,0.495,5,20,0.25,32,40,0.8,S
ORL,2024-01-22,L,241,99,34,74,0.459,11,29,0.379,20,30,0.667,N
DAL,2024-01-22,L,242,110,43,97,0.443,14,40,0.35,10,14,0.714,S
BOS,2024-01-22,W,240,119,41,88,0.466,15,46,0.326,22,30,0.733,S
SAS,2024-01-22,L,240,123,43,93,0.462,13,41,0.317,24,27,0.889,S
MIN,2024-01-22,L,241,125,44,84,0.524,18,41,0.439,19,25,0.76,S
MIL,2024-01-22,W,240,122,42,94,0.447,10,39,0.256,28,34,0.824,S
SAC,2024-01-22,W,240,122,43,93,0.462,12,38,0.316,24,27,0.889,S
DEN,2024-01-21,W,240,113,43,88,0.489,8,22,0.364,19,28,0.679,S
BKN,2024-01-21,L,240,114,44,90,0.489,14,39,0.359,12,16,0.75,S
HOU,2024-01-21,L,239,107,41,94,0.436,10,35,0.286,15,22,0.682,S
WAS,2024-01-21,L,240,104,39,91,0.429,8,27,0.296,18,22,0.818,S
POR,2024-01-21,L,239,110,42,90,0.467,9,29,0.31,17,20,0.85,S
PHX,2024-01-21,W,240,117,47,82,0.573,8,25,0.32,15,18,0.833,S
LAL,2024-01-21,W,240,134,47,86,0.547,13,33,0.394,27,29,0.931,S
ORL,2024-01-21,W,240,105,37,78,0.474,9,28,0.321,22,28,0.786,S
BOS,2024-01-21,W,240,116,43,98,0.439,17,47,0.362,13,18,0.722,S
IND,2024-01-21,L,240,110,41,94,0.436,14,31,0.452,14,23,0.609,S
MIA,2024-01-21,L,239,87,30,80,0.375,12,37,0.324,15,18,0.833,N
LAC,2024-01-21,W,239,125,42,83,0.506,13,26,0.5,28,33,0.848,S
CHA,2024-01-20,L,242,89,35,85,0.412,9,37,0.243,10,14,0.714,N
ATL,2024-01-20,L,239,95,37,93,0.398,11,38,0.289,10,15,0.667,N
TOR,2024-01-20,L,240,100,38,92,0.413,11,34,0.324,13,23,0.565,N
MIL,2024-01-20,W,239,141,47,85,0.553,12,32,0.375,35,49,0.714,S
DET,2024-01-20,L,241,135,44,94,0.468,21,37,0.568,26,32,0.813,S
SAS,2024-01-20,W,239,131,51,96,0.531,12,31,0.387,17,23,0.739,S
NYK,2024-01-20,W,240,126,48,88,0.545,14,39,0.359,16,20,0.8,S
CHI,2024-01-20,W,240,125,47,91,0.516,14,33,0.424,17,21,0.81,S
CLE,2024-01-20,W,240,116,43,85,0.506,16,43,0.372,14,16,0.875,S
WAS,2024-01-20,L,240,127,49,103,0.476,9,29,0.31,20,23,0.87,S
OKC,2024-01-20,W,241,102,32,81,0.395,8,24,0.333,30,35,0.857,S
HOU,2024-01-20,W,264,127,50,117,0.427,13,39,0.333,14,22,0.636,S
MEM,2024-01-20,L,241,96,32,75,0.427,13,42,0.31,19,23,0.826,N
UTA,2024-01-20,L,264,126,48,105,0.457,13,43,0.302,17,22,0.773,S
PHI,2024-01-20,W,239,97,36,85,0.424,5,25,0.2,20,24,0.833,N
MIN,2024-01-20,L,240,97,31,75,0.413,14,37,0.378,21,29,0.724,N
POR,2024-01-19,W,240,118,42,84,0.5,4,12,0.333,30,35,0.857,S
DEN,2024-01-19,W,241,102,42,81,0.519,8,31,0.258,10,13,0.769,S
NOP,2024-01-19,L,240,109,41,93,0.441,10,42,0.238,17,23,0.739,S
LAL,2024-01-19,L,239,112,40,90,0.444,12,33,0.364,20,24,0.833,S
PHX,2024-01-19,W,241,123,46,93,0.495,15,41,0.366,16,21,0.762,S
CHA,2024-01-19,W,240,124,47,84,0.56,16,29,0.552,14,16,0.875,S
ATL,2024-01-19,W,241,109,40,87,0.46,15,35,0.429,14,17,0.824,S
SAS,2024-01-19,L,240,120,47,84,0.56,15,32,0.469,11,17,0.647,S
PHI,2024-01-19,W,240,124,42,87,0.483,13,30,0.433,27,29,0.931,S
BOS,2024-01-19,L,240,100,38,89,0.427,14,44,0.318,10,14,0.714,N
BKN,2024-01-19,W,240,130,50,95,0.526,19,47,0.404,11,14,0.786,S
ORL,2024-01-19,L,240,109,37,78,0.474,10,23,0.435,25,27,0.926,S
MIA,2024-01-19,L,241,108,38,82,0.463,12,31,0.387,20,22,0.909,S
IND,2024-01-19,L,238,115,39,91,0.429,20,47,0.426,17,25,0.68,S
IND,2024-01-18,W,240,126,49,89,0.551,13,33,0.394,15,19,0.789,S
WAS,2024-01-18,L,239,109,41,90,0.456,10,31,0.323,17,22,0.773,S
NYK,2024-01-18,W,241,113,39,86,0.453,13,38,0.342,22,26,0.846,S
OKC,2024-01-18,W,240,134,48,86,0.558,14,32,0.438,24,28,0.857,S
MEM,2024-01-18,L,239,103,39,85,0.459,14,34,0.412,11,17,0.647,S
TOR,2024-01-18,L,241,110,42,83,0.506,10,38,0.263,16,20,0.8,S
MIN,2024-01-18,W,241,118,45,82,0.549,12,28,0.429,16,21,0.762,S
UTA,2024-01-18,L,240,129,43,89,0.483,13,32,0.406,30,36,0.833,S
CHI,2024-01-18,W,240,116,48,91,0.527,6,24,0.25,14,17,0.824,S
SAC,2024-01-18,L,240,121,44,85,0.518,15,37,0.405,18,32,0.563,S
TOR,2024-01-17,W,240,121,45,88,0.511,20,38,0.526,11,18,0.611,S
DET,2024-01-17,L,240,117,46,89,0.517,12,31,0.387,13,19,0.684,S
ATL,2024-01-17,W,239,106,39,76,0.513,8,25,0.32,20,22,0.909,S
CLE,2024-01-17,W,242,135,55,93,0.591,12,28,0.429,13,19,0.684,S
CHA,2024-01-17,L,241,112,39,90,0.433,19,45,0.422,15,18,0.833,S
POR,2024-01-17,W,240,105,42,86,0.488,9,27,0.333,12,14,0.857,S
NYK,2024-01-17,W,240,109,39,87,0.448,13,37,0.351,18,22,0.818,S
MIL,2024-01-17,L,240,95,38,95,0.4,12,42,0.286,7,10,0.7,N
MIN,2024-01-17,W,239,124,47,93,0.505,15,30,0.5,15,21,0.714,S
DAL,2024-01-17,L,240,110,42,91,0.462,11,40,0.275,15,18,0.833,S
LAL,2024-01-17,W,242,127,49,91,0.538,12,28,0.429,17,24,0.708,S
BKN,2024-01-17,L,240,103,35,73,0.479,15,38,0.395,18,27,0.667,S
BOS,2024-01-17,W,240,117,42,90,0.467,18,38,0.474,15,19,0.789,S
HOU,2024-01-17,L,239,94,35,84,0.417,8,30,0.267,16,19,0.842,N
ORL,2024-01-17,L,240,104,39,88,0.443,10,35,0.286,16,22,0.727,S
SAS,2024-01-17,L,241,98,39,93,0.419,7,34,0.206,13,16,0.813,N
MIA,2024-01-17,L,239,97,41,90,0.456,6,28,0.214,9,12,0.75,N
NOP,2024-01-17,W,242,132,44,88,0.5,25,47,0.532,19,23,0.826,S
SAC,2024-01-16,L,240,117,46,92,0.5,18,40,0.45,7,12,0.583,S
DEN,2024-01-16,L,241,121,45,89,0.506,12,29,0.414,19,25,0.76,S
OKC,2024-01-16,L,239,117,42,83,0.506,16,34,0.471,17,20,0.85,S
LAC,2024-01-16,W,241,128,47,87,0.54,20,43,0.465,14,23,0.609,S
PHI,2024-01-16,W,241,126,43,76,0.566,15,31,0.484,25,34,0.735,S
PHX,2024-01-16,W,239,119,42,85,0.494,17,37,0.459,18,20,0.9,S
GSW,2024-01-15,L,241,107,44,90,0.489,10,31,0.323,9,10,0.9,S
NOP,2024-01-15,L,238,120,41,81,0.506,7,23,0.304,31,41,0.756,S
CLE,2024-01-15,W,240,109,39,95,0.411,20,57,0.351,11,11,1.0,S
ATL,2024-01-15,W,241,109,40,93,0.43,13,38,0.342,16,21,0.762,S
PHI,2024-01-15,W,241,124,40,83,0.482,15,31,0.484,29,34,0.853,S
NYK,2024-01-15,L,240,94,33,83,0.398,13,40,0.325,15,22,0.682,N
CHI,2024-01-15,L,240,91,35,83,0.422,9,32,0.281,12,16,0.75,N
BOS,2024-01-15,W,240,105,33,82,0.402,16,39,0.41,23,25,0.92,S
BKN,2024-01-15,L,265,95,34,99,0.343,12,55,0.218,15,16,0.938,N
LAL,2024-01-15,W,240,112,44,84,0.524,8,24,0.333,16,18,0.889,S
DET,2024-01-15,W,240,129,50,90,0.556,12,31,0.387,17,23,0.739,S
UTA,2024-01-15,W,240,132,45,81,0.556,11,25,0.44,31,35,0.886,S
SAS,2024-01-15,L,239,99,38,95,0.4,11,42,0.262,12,17,0.706,N
DAL,2024-01-15,W,240,125,39,85,0.459,18,43,0.419,29,35,0.829,S
TOR,2024-01-15,L,241,96,38,95,0.4,4,32,0.125,16,21,0.762,N
ORL,2024-01-15,W,240,98,38,85,0.447,8,29,0.276,14,21,0.667,N
IND,2024-01-15,L,240,105,38,95,0.4,9,31,0.29,20,25,0.8,S
HOU,2024-01-15,L,240,115,44,88,0.5,8,27,0.296,19,32,0.594,S
MEM,2024-01-15,W,239,116,32,86,0.372,20,54,0.37,32,40,0.8,S
OKC,2024-01-15,L,240,105,40,96,0.417,15,49,0.306,10,11,0.909,S
MIA,2024-01-15,W,266,96,33,87,0.379,8,31,0.258,22,25,0.88,N
WAS,2024-01-15,L,240,117,44,95,0.463,19,41,0.463,10,11,0.909,S
